栈	86
榴	86
氛	86
沸	86
狱	86
磅	86
祭	86
穗	86
谎	86
馈	86
呜	85
拯	85
敷	85
結	85
裸	85
錯	85
锻	85
關	85
侍	84
挣	84
涕	84
渗	84
牡	84
砸	84
紅	84
翡	84
脾	84
讽	84
钮	84
颠	84
鳍	84
俭	83
搏	83
椿	83
該	83
乞	82
倡	82
嗨	82
寡	82
巅	82
恼	82
挤	82
眷	82
禹	82
秩	82
臨	82
闺	82
順	82
忌	81
挽	81
皂	81
缸	81
轰	81
連	81
饲	81
鹃	81
鹊	81
勋	80
問	80
棘	80
淚	80
焉	80
璀	80
聲	80
辟	80
钧	80
乖	79
佬	79
勺	79
屁	79
搁	79
斥	79
氢	79
盔	79
蚝	79
設	79
陋	79
骤	79
惘	78
橙	78
汾	78
溜	78
琼	78
璨	78
羡	78
誠	78
钛	78
锯	78
鷄	78
●	77
傳	77
儒	77
喵	77
垒	77
姻	77
帶	77
弧	77
炬	77
珀	77
疵	77
祈	77
芜	77
蔓	77
赌	77
輕	77
锌	77
麟	77
勃	76
喉	76
梧	76
汀	76
沌	76
瑶	76
笛	76
葫	76
藍	76
趁	76
跆	76
钵	76
陀	76
靖	76
倔	75
槛	75
沓	75
纬	75
藻	75
蝴	75
酉	75
叛	74
哆	74
妒	74
寐	74
悄	74
檀	74
歉	74
涅	74
漢	74
烙	74
習	74
韧	74
乓	73
俯	73
咯	73
泸	73
渍	73
狠	73
町	73
眸	73
稿	73
筝	73
翁	73
荤	73
豚	73
乒	72
兜	72
愤	72
扔	72
杠	72
獨	72
硫	72
羌	72
鲤	72
倦	71
奕	71
梵	71
禄	71
莞	71
蒜	71
蚂	71
贼	71
锂	71
雍	71
嵩	70
強	70
拂	70
暨	70
橘	70
氯	70
箫	70
纶	70
耻	70
蕉	70
謝	70
辜	70
邑	70
兒	69
叮	69
咕	69
咱	69
捉	69
疹	69
筷	69
绛	69
耕	69
芹	69
觅	69
诵	69
赘	69
趋	69
锤	69
際	69
颤	69
黛	69
’	68
俞	68
寫	68
崔	68
怅	68
捐	68
晃	68
渠	68
胧	68
艰	68
藝	68
衍	68
誓	68
劈	67
匯	67
吼	67
樽	67
氟	67
琐	67
腥	67
苯	67
選	67
鞭	67
哟	66
婉	66
媛	66
孵	66
拭	66
棕	66
渚	66
湛	66
潇	66
莹	66
莺	66
é	65
の	65
倪	65
埠	65
履	65
搅	65
昕	65
朽	65
歪	65
磊	65
绎	65
裔	65
赣	65
醛	65
鱿	65
麺	65
〇	64
冥	64
剔	64
團	64
梭	64
梳	64
椰	64
熔	64
猩	64
笨	64
耍	64
藕	64
谦	64
釜	64
饸	64
鳞	64
呕	63
妄	63
宛	63
廖	63
札	63
枢	63
柿	63
榄	63
樓	63
淌	63
淞	63
烹	63
瑾	63
磷	63
竭	63
缔	63
處	63
钜	63
髓	63
鬓	63
黯	63
亞	62
凶	62
劵	62
奠	62
峥	62
棱	62
機	62
歇	62
竖	62
粪	62
罕	62
證	62
贱	62
钰	62
铅	62
镶	62
雞	62
喃	61
扳	61
斓	61
槟	61
涤	61
熱	61
腩	61
茉	61
蒲	61
躯	61
麗	61
兀	60
卦	60
嶂	60
廓	60
彦	60
撸	60
漾	60
秽	60
簧	60
糯	60
荞	60
逛	60
隍	60
鹦	60
〉	59
單	59
宰	59
屑	59
彰	59
橄	59
決	59
灣	59
燒	59
琦	59
薛	59
饹	59
鹉	59
黏	59
→	58
募	58
榕	58
涟	58
淳	58
潍	58
疙	58
箸	58
荧	58
藉	58
虞	58
袍	58
請	58
嗦	57
慨	57
戀	57
挪	57
浑	57
渺	57
澈	57
焕	57
焰	57
犀	57
狄	57
缕	57
裱	57
谭	57
赴	57
邈	57
钦	57
』	56
姬	56
曳	56
筛	56
绞	56
葵	56
蚀	56
锣	56
靜	56
侈	55
刃	55
厄	55
岂	55
岐	55
戊	55
梓	55
殷	55
洱	55
瘩	55
缅	55
羅	55
裝	55
跋	55
鹭	55
剖	54
厮	54
叭	54
哉	54
喇	54
嘎	54
尹	54
庚	54
彤	54
復	54
悚	54
桔	54
泄	54
淑	54
璐	54
疮	54
祸	54
緣	54
蕴	54
觀	54
踢	54
钠	54
靴	54
飲	54
饶	54
刁	53
剃	53
匪	53
哗	53
婪	53
寥	53
斌	53
朦	53
痰	53
肛	53
茎	53
茸	53
體	53
『	52
佚	52
侄	52
寝	52
尧	52
島	52
挫	52
揉	52
擅	52
汹	52
滥	52
澎	52
琅	52
疣	52
砌	52
翟	52
軒	52
迢	52
颊	52
侦	51
冀	51
啼	51
喧	51
噢	51
圭	51
帜	51
惹	51
戚	51
棺	51
沂	51
瀘	51
禽	51
笋	51
萱	51
逍	51
釉	51
‘	50
兩	50
勘	50
媳	50
屿	50
嵌	50
柄	50
柚	50
棍	50
汝	50
疤	50
碾	50
绅	50
肋	50
肘	50
褔	50
親	50
诀	50
辱	50
锲	50
阑	50
雙	50
饥	50
咒	49
圃	49
坠	49
應	49
昼	49
杞	49
涡	49
爾	49
疡	49
窦	49
節	49
粽	49
翘	49
膨	49
茜	49
荫	49
菩	49
隙	49
魁	49
仟	48
凹	48
呐	48
塌	48
岔	48
崛	48
弊	48
彬	48
拙	48
瀚	48
笙	48
蓟	48
薰	48
詩	48
農	48
邱	48
酮	48
雌	48
雯	48
〈	47
仗	47
劫	47
匈	47
叩	47
喱	47
壤	47
宸	47
揽	47
歸	47
漪	47
甄	47
畜	47
绑	47
肴	47
莽	47
菠	47
褪	47
詹	47
诈	47
貂	47
阮	47
驼	47
鲈	47
™	46
呷	46
娥	46
巩	46
捏	46
泻	46
漓	46
皓	46
瞒	46
稽	46
蘇	46
試	46
诠	46
迤	46
霄	46
亩	45
剛	45
嚼	45
岷	45
戎	45
泷	45
湃	45
烽	45
玺	45
秉	45
秤	45
萤	45
蜗	45
谬	45
賀	45
顽	45
卒	44
啸	44
垢	44
撩	44
涧	44
煨	44
瑙	44
粑	44
視	44
輪	44
饕	44
鳥	44
á	43
倩	43
劉	43
哨	43
啃	43
喘	43
惭	43
扉	43
榔	43
浜	43
灼	43
窃	43
築	43
胁	43
舱	43
蔻	43
鄙	43
錦	43
隋	43
卯	42
咔	42
啄	42
戌	42
斩	42
樹	42
殡	42
沥	42
籽	42
腕	42
臀	42
蔽	42
蜻	42
蝇	42
讼	42
镰	42
養	42
冕	41
叨	41
堕	41
寅	41
拘	41
掠	41
揪	41
撰	41
昇	41
晦	41
枉	41
洽	41
炝	41
煙	41
畸	41
矶	41
砍	41
線	41
脓	41
苟	41
讶	41
轉	41
酪	41
铮	41
铲	41
骥	41
麒	41
←	40
剥	40
咀	40
嗽	40
媽	40
懷	40
柒	40
淤	40
滔	40
璜	40
産	40
瘴	40
皎	40
篱	40
缪	40
舊	40
艘	40
萎	40
藩	40
蜓	40
蝉	40
贬	40
赎	40
跪	40
迥	40
遏	40
邵	40
郴	40
阐	40
骆	40
麵	40
亥	39
冉	39
啪	39
娅	39
尉	39
屠	39
師	39
拄	39
搓	39
洼	39
盏	39
硝	39
碌	39
礴	39
籁	39
胺	39
腌	39
舶	39
蛤	39
郸	39
镁	39
靈	39
靡	39
鞍	39
驳	39
麓	39
吏	38
喔	38
壽	38
嬉	38
專	38
換	38
摧	38
數	38
旬	38
朔	38
條	38
樵	38
沏	38
泓	38
涸	38
滞	38
炜	38
瑪	38
癜	38
祺	38
羚	38
蝠	38
诫	38
負	38
阙	38
飙	38
餮	38
鲸	38
鳳	38
黔	38
丞	37
內	37
創	37
呦	37
圖	37
廳	37
恪	37
悍	37
惆	37
昧	37
晗	37
楠	37
沛	37
滕	37
疚	37
癣	37
祠	37
绚	37
菁	37
藥	37
袱	37
褐	37
計	37
谛	37
邯	37
閣	37
霓	37
韭	37
鲲	37
鴻	37
係	36
價	36
嘱	36
嚣	36
奎	36
嵘	36
挞	36
琉	36
琶	36
眶	36
瞳	36
簡	36
肱	36
脐	36
蔚	36
蕲	36
邹	36
鄉	36
锄	36
锥	36
題	36
俺	35
凳	35
哩	35
婵	35
戟	35
挚	35
旱	35
榭	35
榻	35
毂	35
沦	35
癫	35
磕	35
肇	35
臊	35
菓	35
蝙	35
衢	35
識	35
銘	35
鋪	35
陨	35
韶	35
鸦	35
侬	34
喀	34
噜	34
姥	34
娉	34
拐	34
榆	34
烷	34
睦	34
胚	34
舸	34
芸	34
逾	34
郝	34
钾	34
霹	34
顧	34
鹂	34
俘	33
冢	33
厝	33
叁	33
坨	33
娓	33
恬	33
惩	33
挨	33
掀	33
曦	33
樟	33
氮	33
沱	33
炙	33
痣	33
盱	33
碼	33
礁	33
祀	33
蕃	33
蟑	33
褶	33
貝	33
酯	33
钝	33
顏	33
餘	33
驭	33
髙	33
魄	33
黃	33
√	32
備	32
執	32
婊	32
孺	32
巍	32
彪	32
懵	32
捣	32
枸	32
汰	32
烨	32
痔	32
續	32
绊	32
绥	32
舜	32
裘	32
诡	32
豁	32
蹦	32
鏡	32
鐵	32
骊	32
乍	31
咚	31
姊	31
峭	31
崋	31
彗	31
憨	31
拢	31
捆	31
掏	31
栅	31
極	31
歷	31
汐	31
烁	31
瑚	31
甬	31
眙	31
碘	31
磐	31
羔	31
苛	31
術	31
诶	31
谣	31
趟	31
迦	31
隨	31
雇	31
雳	31
飓	31
饵	31
仄	30
冤	30
匾	30
哑	30
拦	30
桩	30
沽	30
溯	30
滇	30
烏	30
烯	30
爺	30
犟	30
矾	30
缀	30
缉	30
翌	30
胰	30
臺	30
蛾	30
賓	30
贰	30
適	30
酚	30
鲫	30
麽	30
仆	29
呗	29
噬	29
奸	29
崧	29
嵊	29
扛	29
掺	29
斐	29
琢	29
粿	29
耿	29
蘑	29
阆	29
顷	29
骰	29
佣	28
偉	28
務	28
勝	28
妊	28
嫣	28
峨	28
懈	28
拷	28
挠	28
橹	28
淼	28
痫	28
盅	28
絲	28
維	28
網	28
舅	28
舆	28
諾	28
讀	28
迭	28
钳	28
阪	28
陂	28
哮	27
嗟	27
嗣	27
嘘	27
嘶	27
幺	27
庵	27
恕	27
憋	27
扦	27
撇	27
敛	27
斧	27
楂	27
榮	27
汛	27
沼	27
浒	27
煞	27
珂	27
瘫	27
稣	27
筆	27
筠	27
芥	27
葆	27
豐	27
逅	27
钞	27
鲶	27
㎡	26
剁	26
坷	26
垦	26
娠	26
娶	26
寇	26
庇	26
惕	26
抒	26
捂	26
擂	26
暇	26
樊	26
渭	26
溅	26
燈	26
燜	26
產	26
睁	26
瞩	26
竣	26
細	26
缚	26
荃	26
蛟	26
護	26
诏	26
诛	26
貼	26
飾	26
鴨	26
吁	25
娄	25
弛	25
懿	25
敖	25
暧	25
栀	25
毗	25
焱	25
煜	25
熄	25
熨	25
珈	25
祁	25
罄	25
肽	25
腱	25
芷	25
苓	25
苷	25
蘸	25
輝	25
逮	25
遒	25
郏	25
阡	25
霭	25
餅	25
龈	25
ü	24
①	24
兢	24
嗜	24
宕	24
寰	24
屡	24
屹	24
峻	24
帛	24
惦	24
態	24
戛	24
歼	24
泗	24
滙	24
漳	24
琥	24
畫	24
畴	24
痞	24
眺	24
瞄	24
瞧	24
硒	24
確	24
祷	24
禮	24
竿	24
罡	24
羁	24
蓑	24
镑	24
驹	24
髪	24
ä	23
侮	23
俪	23
傍	23
刨	23
吱	23
哄	23
哼	23
唔	23
啫	23
囚	23
嫉	23
彷	23
慷	23
憬	23
捡	23
渲	23
濃	23
炳	23
營	23
璞	23
痹	23
瞌	23
瞭	23
約	23
純	23
芮	23
荘	23
蔗	23
虔	23
蜥	23
製	23
褒	23
谍	23
費	23
賣	23
逵	23
鎖	23
铠	23
铣	23
鞘	23
髮	23
↑	22
優	22
唧	22
噶	22
坂	22
埭	22
奚	22
岖	22
崭	22
忱	22
惫	22
揚	22
梢	22
氩	22
湄	22
炊	22
燎	22
璇	22
睹	22
矢	22
磺	22
糜	22
耽	22
聂	22
茁	22
莅	22
葩	22
蕨	22
螨	22
诣	22
貨	22
購	22
趾	22
辦	22
鐘	22
铛	22
鬟	22
俨	21
倘	21
吝	21
唑	21
喽	21
嗓	21
噱	21
壬	21
寮	21
廿	21
徨	21
惰	21
攸	21
昵	21
枞	21
桦	21
桨	21
楷	21
淆	21
溴	21
潦	21
瀑	21
熹	21
琛	21
璧	21
盯	21
眩	21
瞪	21
祯	21
穹	21
绷	21
艮	21
芊	21
藓	21
虏	21
辍	21
酰	21
鎮	21
锰	21
韓	21
馀	21
馥	21
骼	21
鲨	21
鳯	21
齊	21
è	20
í	20
亵	20
侃	20
吖	20
垄	20
墟	20
娲	20
婧	20
庶	20
拽	20
捍	20
敞	20
曝	20
柑	20
桓	20
沮	20
溺	20
燙	20
璟	20
疝	20
砚	20
竺	20
箍	20
箔	20
耸	20
聨	20
舔	20
薬	20
衙	20
豌	20
質	20
蹭	20
辫	20
逹	20
雜	20
靶	20
驯	20
鳄	20
鸥	20
∧	19
❤	19
侏	19
咩	19
嗷	19
報	19
巳	19
恁	19
恺	19
悸	19
搽	19
擢	19
殴	19
炅	19
焚	19
稷	19
窥	19
窨	19
統	19
綫	19
缎	19
肮	19
苞	19
蕊	19
螃	19
谥	19
軍	19
迄	19
邂	19
醬	19
铎	19
陰	19
饪	19
龚	19
亢	18
伶	18
僻	18
匕	18
厥	18
唠	18
啬	18
垣	18
姗	18
娆	18
層	18
廠	18
弩	18
恤	18
惋	18
扈	18
楞	18
標	18
樾	18
檐	18
毙	18
氓	18
滘	18
濠	18
狡	18
猾	18
甥	18
瘙	18
眨	18
篆	18
紊	18
绰	18
胱	18
腦	18
腸	18
蓓	18
調	18
讳	18
诙	18
資	18
賢	18
趴	18
铵	18
闫	18
颓	18
飮	18
鸳	18
☆	17
佗	17
侗	17
億	17
參	17
叽	17
喫	17
嘈	17
壓	17
孫	17
寧	17
惶	17
拧	17
掷	17
斟	17
枼	17
柬	17
椭	17
氤	17
濑	17
炽	17
猥	17
瘀	17
砾	17
秃	17
笃	17
粟	17
聖	17
舵	17
蓮	17
蚌	17
褥	17
講	17
讷	17
贿	17
鄭	17
錄	17
隘	17
韬	17
類	17
鳅	17
鸯	17
↓	16
≤	16
③	16
〖	16
侥	16
呛	16
啧	16
啰	16
圜	16
峪	16
恳	16
昱	16
暄	16
歹	16
殆	16
溥	16
瀛	16
犇	16
獭	16
瓢	16
疱	16
瘋	16
筱	16
箐	16
簿	16
織	16
缜	16
羹	16
聆	16
腋	16
茴	16
蜿	16
螂	16
蟠	16
襟	16
谩	16
邃	16
镖	16
閃	16
霾	16
飚	16
馏	16
鲷	16
鸢	16
α	15
■	15
劇	15
匡	15
區	15
呃	15
咐	15
媲	15
孢	15
岑	15
崂	15
帏	15
怯	15
悴	15
惺	15
愣	15
憩	15
暹	15
曜	15
桢	15
淄	15
漱	15
潤	15
濕	15
焼	15
爲	15
璋	15
痊	15
癸	15
皙	15
矗	15
笠	15
糁	15
绯	15
茹	15
蔷	15
蜕	15
袂	15
裴	15
谏	15
貿	15
贮	15
赦	15
趙	15
蹋	15
辙	15
钊	15
閑	15
陡	15
霁	15
響	15
麥	15
※	14
②	14
〔	14
〕	14
丐	14
傘	14
匣	14
呤	14
唛	14
唾	14
囱	14
塊	14
妾	14
嫦	14
専	14
弋	14
怠	14
憎	14
戶	14
挛	14
摹	14
擒	14
汞	14
涓	14
濯	14
烊	14
煸	14
牟	14
玥	14
瑷	14
痉	14
痤	14
盎	14
瞻	14
碉	14
窍	14
窒	14
窟	14
箕	14
糍	14
紀	14
绢	14
羟	14
羿	14
茧	14
茯	14
譬	14
谕	14
豊	14
買	14
酣	14
钗	14
镭	14
顯	14
颌	14
飄	14
駕	14
鲢	14
π	13
◎	13
伺	13
佟	13
僑	13
僚	13
凿	13
呻	13
哚	13
嗅	13
嗡	13
噩	13
夭	13
奘	13
妓	13
宦	13
岱	13
彝	13
懋	13
抨	13
拎	13
揣	13
昶	13
曉	13
楓	13
楽	13
槿	13
溝	13
炀	13
禺	13
穩	13
級	13
聋	13
聯	13
胗	13
腓	13
莆	13
莘	13
蓦	13
蚪	13
載	13
銷	13
铬	13
镐	13
闰	13
隅	13
霆	13
颅	13
ó	12
ā	12
′	12
剌	12
呱	12
啶	12
喆	12
喳	12
嗑	12
嗒	12
嗲	12
囤	12
圍	12
峙	12
峦	12
忒	12
恣	12
悼	12
惡	12
惬	12
憔	12
抿	12
拗	12
捌	12
掂	12
搔	12
枭	12
檸	12
毋	12
毓	12
汶	12
涣	12
潔	12
濒	12
濮	12
炕	12
熠	12
爭	12
犁	12
狙	12
玮	12
環	12
皋	12
睾	12
瞅	12
瞿	12
砺	12
硚	12
笺	12
纂	12
羲	12
翎	12
耒	12
脯	12
膊	12
膛	12
萦	12
蚤	12
蝌	12
蠕	12
觸	12
谴	12
踊	12
蹲	12
輸	12
轧	12
辗	12
遁	12
鈴	12
锚	12
阱	12
鳃	12
鳗	12
鳝	12
ε	11
≥	11
▼	11
仨	11
倭	11
傢	11
兿	11
剿	11
劾	11
叼	11
咻	11
噗	11
嚏	11
垩	11
墉	11
娴	11
孰	11
寬	11
岙	11
弈	11
彈	11
徙	11
恂	11
抉	11
捶	11
掐	11
晤	11
曬	11
栾	11
汴	11
泞	11
浔	11
溉	11
滁	11
濛	11
猬	11
琵	11
畿	11
疸	11
痨	11
瘟	11
皿	11
秆	11
秸	11
筐	11
紡	11
縫	11
绗	11
罹	11
腑	11
舫	11
舷	11
苇	11
苕	11
茱	11
菀	11
蕙	11
褂	11
複	11
褚	11
诅	11
賴	11
迂	11
邺	11
酋	11
鋼	11
钨	11
镍	11
陣	11
骐	11
鳌	11
±	10
²	10
‰	10
◆	10
亻	10
俐	10
俵	10
偕	10
傣	10
冏	10
劍	10
匿	10
協	10
叻	10
嘌	10
塗	10
妩	10
娩	10
嫡	10
屐	10
崴	10
惮	10
懦	10
抠	10
撬	10
撮	10
杷	10
枇	10
檗	10
殉	10
毡	10
汲	10
渎	10
燦	10
牍	10
痱	10
瘊	10
癖	10
盤	10
硼	10
稼	10
篡	10
簸	10
糠	10
纟	10
翊	10
胳	10
芩	10
荪	10
蔺	10
蜒	10
蜴	10
赈	10
跷	10
躬	10
酝	10
镯	10
阉	10
鞑	10
鞠	10
馕	10
髅	10
鳕	10
鶏	10
鸾	10
à	9
ú	9
″	9
○	9
丼	9
仃	9
佯	9
俬	9
儡	9
匮	9
員	9
喬	9
嚷	9
壑	9
婕	9
婶	9
婿	9
幌	9
廚	9
弼	9
忑	9
悯	9
憧	9
戍	9
戮	9
扌	9
捅	9
昙	9
朕	9
栩	9
桧	9
榈	9
氙	9
減	9
滏	9
潺	9
澤	9
濡	9
炔	9
燮	9
獸	9
瑛	9
瓮	9
瓯	9
畵	9
瘪	9
眯	9
瞰	9
矽	9
砼	9
碚	9
碣	9
磚	9
祎	9
祐	9
禀	9
稞	9
窘	9
粳	9
粵	9
粼	9
納	9
縮	9
羧	9
耘	9
胤	9
荨	9
莜	9
菏	9
蒿	9
藿	9
裆	9
觞	9
訂	9
诟	9
贻	9
跤	9
迩	9
迮	9
醚	9
醴	9
镂	9
阝	9
霏	9
靳	9
颚	9
驗	9
骅	9
骷	9
骸	9
魇	9
鯨	9
鸠	9
´	8
∶	8
▲	8
〗	8
亟	8
佘	8
佤	8
俸	8
倫	8
傀	8
凍	8
劭	8
勢	8
卞	8
啾	8
嗖	8
坯	8
垛	8
壕	8
妲	8
妳	8
婺	8
嫔	8
尕	8
嶺	8
帥	8
帷	8
帼	8
徳	8
忻	8
怦	8
惚	8
扼	8
挝	8
掰	8
攒	8
杳	8
桁	8
殇	8
氰	8
泱	8
洵	8
浥	8
湍	8
漉	8
烃	8
煦	8
牦	8
狀	8
狩	8
琊	8
琨	8
瑗	8
痂	8
痪	8
睇	8
睐	8
砭	8
秧	8
窈	8
窕	8
箴	8
粕	8
纨	8
缭	8
羯	8
翩	8
翱	8
聞	8
蔑	8
蛀	8
譜	8
讥	8
诃	8
诲	8
谑	8
贏	8
贲	8
轶	8
釀	8
銭	8
铀	8
锭	8
騰	8
麯	8
麾	8
ò	7
④	7
亍	7
亘	7
仞	7
佼	7
兖	7
冽	7
凱	7
劃	7
吒	7
吠	7
吩	7
咙	7
唬	7
嗮	7
嘀	7
嘢	7
嘧	7
噻	7
嚴	7
塾	7
奂	7
奄	7
幡	7
彧	7
徹	7
忏	7
忐	7
戋	7
拣	7
挟	7
捻	7
搂	7
昀	7
暢	7
榷	7
槌	7
權	7
歆	7
殺	7
気	7
氵	7
沣	7
泮	7
涿	7
潞	7
濟	7
炯	7
爐	7
猕	7
獅	7
獲	7
珺	7
瑄	7
痿	7
睑	7
矜	7
碴	7
窜	7
笈	7
篓	7
緯	7
縣	7
绫	7
缨	7
耆	7
耦	7
聿	7
胥	7
腮	7
荀	7
荠	7
荥	7
莴	7
蓋	7
蚣	7
蚨	7
蛔	7
覃	7
訓	7
説	7
谌	7
谚	7
赂	7
轲	7
遐	7
邋	7
邝	7
郵	7
酗	7
钒	7
锵	7
锹	7
镊	7
隹	7
雏	7
颉	7
颍	7
颢	7
饃	7
饯	7
骋	7
鬣	7
鲮	7
鹑	7
麸	7
黍	7
ɔ	6
∫	6
⑧	6
亳	6
伫	6
俑	6
俚	6
凛	6
剐	6
勁	6
卅	6
呸	6
咧	6
哽	6
啟	6
嘹	6
堇	6
夀	6
妤	6
娼	6
婦	6
嫖	6
孛	6
孽	6
宥	6
屉	6
崽	6
帚	6
徜	6
徵	6
忄	6
恙	6
慵	6
扪	6
抻	6
拈	6
拴	6
旎	6
晔	6
晞	6
棣	6
楹	6
檔	6
氦	6
沅	6
泠	6
泯	6
浚	6
溧	6
濱	6
灏	6
焯	6
獻	6
珉	6
珥	6
疟	6
痢	6
砥	6
祚	6
筏	6
纾	6
绶	6
缈	6
缦	6
耄	6
胪	6
胭	6
膚	6
膠	6
臼	6
艷	6
芍	6
苣	6
茏	6
荚	6
莒	6
莪	6
菅	6
菘	6
菡	6
萸	6
萼	6
薏	6
藜	6
蚓	6
蛊	6
蛎	6
蛭	6
蛰	6
蜈	6
補	6
詢	6
課	6
诬	6
谒	6
谟	6
豺	6
赊	6
跖	6
蹊	6
辋	6
逞	6
郅	6
郫	6
鄞	6
醜	6
鍵	6
钯	6
锟	6
闾	6
阎	6
靑	6
頂	6
頓	6
饅	6
饷	6
駿	6
骠	6
髦	6
髯	6
鱻	6
鹫	6
麝	6
﹑	6
ǐ	5
θ	5
∣	5
┌	5
▏	5
倆	5
倌	5
偽	5
儀	5
凈	5
刪	5
叟	5
叱	5
吆	5
吡	5
咆	5
咎	5
咤	5
啜	5
喋	5
嗝	5
嗪	5
嚓	5
囡	5
圩	5
垅	5
垠	5
垮	5
堑	5
夙	5
姣	5
孃	5
孖	5
導	5
峒	5
崃	5
嵋	5
嵐	5
幹	5
庾	5
徉	5
悅	5
捎	5
捲	5
揍	5
摒	5
旮	5
旯	5
枷	5
桅	5
桉	5
桷	5
榛	5
殃	5
氽	5
沔	5
浠	5
涎	5
淅	5
渌	5
滟	5
滢	5
漩	5
澧	5
濤	5
灬	5
煊	5
爍	5
犊	5
犷	5
玷	5
盂	5
眞	5
睬	5
砷	5
筵	5
箩	5
籣	5
粢	5
紋	5
組	5
缙	5
罂	5
脲	5
膈	5
膺	5
艹	5
芪	5
苋	5
荻	5
荼	5
蔼	5
薡	5
蘆	5
虱	5
蚜	5
蜃	5
蜊	5
蝗	5
蟀	5
蟆	5
蟋	5
蟾	5
蠔	5
蠡	5
衮	5
袄	5
袅	5
袒	5
裨	5
訪	5
誘	5
讹	5
谤	5
豇	5
豉	5
跎	5
跻	5
蹉	5
郜	5
郢	5
針	5
銮	5
钼	5
铆	5
铉	5
铨	5
铰	5
铿	5
锗	5
镗	5
阖	5
陛	5
陲	5
雉	5
餠	5
饣	5
骁	5
骜	5
骶	5
鲑	5
鶴	5
鹌	5
鹽	5
鼾	5
龋	5
龛	5
÷	4
ī	4
ō	4
μ	4
‧	4
∑	4
△	4
伎	4
倬	4
偃	4
偎	4
刍	4
勐	4
匍	4
匐	4
咛	4
咿	4
唷	4
啖	4
喏	4
喹	4
嚎	4
圻	4
坍	4
垚	4
埕	4
埗	4
夌	4
夯	4
奪	4
妝	4
娣	4
嬰	4
嬷	4
宓	4
尃	4
屌	4
嵇	4
幔	4
幛	4
庫	4
廰	4
徇	4
徕	4
怂	4
怔	4
恽	4
悖	4
愫	4
挎	4
掖	4
掸	4
搐	4
攘	4
攝	4
斛	4
杵	4
桀	4
椴	4
楸	4
樸	4
殼	4
汊	4
洙	4
洺	4
測	4
湓	4
湟	4
湮	4
漯	4
潴	4
灡	4
烬	4
熵	4
燧	4
獒	4
珐	4
珲	4
琏	4
畐	4
療	4
盜	4
砀	4
碁	4
祟	4
篝	4
粧	4
綁	4
繪	4
缥	4
羙	4
翳	4
脍	4
腭	4
臘	4
苡	4
茬	4
茭	4
菖	4
菽	4
薹	4
虬	4
蚬	4
蜇	4
螯	4
衛	4
觐	4
訊	4
讠	4
谗	4
谧	4
貉	4
貔	4
賜	4
赃	4
赓	4
踵	4
辊	4
迳	4
遛	4
邨	4
郦	4
醍	4
醪	4
鉄	4
錶	4
钅	4
钎	4
铍	4
铢	4
锆	4
锢	4
阂	4
阚	4
隽	4
霰	4
鞅	4
鞣	4
飒	4
驸	4
骇	4
髋	4
鳜	4
鴿	4
鷹	4
鸪	4
鹄	4
鹳	4
黜	4
齋	4
龊	4
ē	3
ˇ	3
β	3
‖	3
│	3
䝉	3
丿	3
侑	3
偌	3
刿	3
剎	3
剽	3
匋	3
卟	3
卩	3
叢	3
吋	3
吭	3
吮	3
吲	3
呙	3
咦	3
咫	3
唆	3
啓	3
喙	3
喰	3
嘣	3
噎	3
噤	3
圗	3
坳	3
夔	3
夥	3
奧	3
姝	3
婢	3
婭	3
媄	3
嬴	3
孪	3
尻	3
峤	3
崤	3
嶪	3
悵	3
慑	3
懊	3
懮	3
戾	3
扞	3
掣	3
揩	3
損	3
撷	3
撻	3
據	3
擞	3
敝	3
斡	3
旌	3
昴	3
朐	3
枳	3
栎	3
桡	3
桼	3
梆	3
榉	3
槍	3
檫	3
殒	3
氡	3
氪	3
汨	3
泺	3
洮	3
涝	3
涞	3
涪	3
涫	3
淬	3
溏	3
溟	3
滦	3
澍	3
烜	3
焘	3
熳	3
燚	3
爻	3
犸	3
狈	3
猗	3
猝	3
玑	3
玳	3
珏	3
琰	3
瑁	3
瑩	3
畈	3
畲	3
疌	3
瘢	3
皈	3
皲	3
睢	3
瞥	3
砜	3
砦	3
砧	3
祗	3
祜	3
禦	3
秭	3
稔	3
窠	3
簋	3
簪	3
紹	3
絡	3
緑	3
緹	3
繹	3
绨	3
罘	3
羰	3
翏	3
耑	3
耙	3
肼	3
胍	3
胛	3
胫	3
膘	3
臾	3
艶	3
芃	3
芎	3
芗	3
芡	3
苄	3
萊	3
萘	3
葚	3
葳	3
蒡	3
蔟	3
薈	3
蚯	3
蚱	3
蛹	3
衅	3
褲	3
诒	3
谔	3
貅	3
赡	3
踝	3
踹	3
蹂	3
蹬	3
軌	3
軽	3
辕	3
遢	3
遨	3
邕	3
鄄	3
鄱	3
酊	3
酐	3
鈺	3
鎏	3
鐡	3
钡	3
钿	3
铖	3
锏	3
锨	3
锶	3
镒	3
镛	3
镳	3
関	3
闿	3
阗	3
雹	3
頔	3
頤	3
頰	3
顔	3
颡	3
颧	3
飨	3
飬	3
馮	3
驷	3
驽	3
骺	3
髂	3
鲅	3
鲇	3
鲩	3
鲱	3
鳖	3
鵬	3
鹧	3
麋	3
黒	3
鼬	3
凉	3
﹢	3
ì	2
ū	2
ǒ	2
ʌ	2
г	2
№	2
⇋	2
∈	2
∞	2
⊥	2
─	2
█	2
▕	2
ㆍ	2
㐱	2
㸃	2
乸	2
佃	2
佶	2
